Gaia G,Gaia BP,Gaia RP,SDSS u,SDSS g,SDSS r,SDSS i,SDSS z,PanSTARR g,PanSTARR r,PanSTARR i,PanSTARR z,PanSTARR y,SkyMap u,SkyMap V,SkyMap g,SkyMap r,SkyMap i,SkyMap z,2MASS J,2MASS H,2MASS Ks,APASS V,APASS g,APASS r,APASS i,APASS B,Teff,Logg
3.2291868994643515e-06,4.0357288544123645e-06,1.9902710759077237e-06,5.411752060806226e-06,4.517448266501934e-06,2.8777779313470517e-06,2.063677696999589e-06,1.51739265274728e-06,4.335044834182803e-06,2.8765171828822083e-06,2.041698740904267e-06,1.5830898070251392e-06,1.3298665368808947e-06,5.4596280393203e-06,5.065348338946282e-06,4.07803196748146e-06,2.955829138628846e-06,1.9364864082526795e-06,1.4599710066106297e-06,8.602365432658697e-07,5.032667298748861e-07,2.995039600799836e-07,3.59486785710006e-06,4.517448266501934e-06,2.8777779313470517e-06,2.063677696999589e-06,4.918132917067799e-06,28000.0,6.0
3.2327273169260327e-06,4.038211475038344e-06,1.99403419923051e-06,5.4223631255981034e-06,4.5151831648197796e-06,2.8841805698912336e-06,2.069102653864728e-06,1.5199803015997822e-06,4.337824479309618e-06,2.8832966638146897e-06,2.047049908486934e-06,1.5862850069460454e-06,1.3304145484718169e-06,5.483036367136892e-06,5.057270081170346e-06,4.082163287490352e-06,2.9631273921673486e-06,1.941443486781532e-06,1.4626333172341356e-06,8.613692192688615e-07,5.039952352032967e-07,2.997452369576211e-07,3.6060115937666054e-06,4.5151831648197796e-06,2.8841805698912336e-06,2.069102653864728e-06,4.908382497050971e-06,28000.0,6.25
3.238374852839413e-06,4.043308489904363e-06,1.999181647867302e-06,5.441082962685046e-06,4.515065227614904e-06,2.892724978122935e-06,2.076061163564441e-06,1.52369772578086e-06,4.342705196182184e-06,2.8922189992131694e-06,2.0539152325023385e-06,1.590724211512865e-06,1.3319398506068636e-06,5.512751460738871e-06,5.054488791096319e-06,4.089138523274413e-06,2.9727236563601734e-06,1.947817943740117e-06,1.4662762238335834e-06,8.629614248856001e-07,5.050760002507332e-07,3.0016271094031414e-07,3.6201047367655637e-06,4.515065227614904e-06,2.892724978122935e-06,2.076061163564441e-06,4.901465218593088e-06,28000.0,6.5
3.2459501650284094e-06,4.050754388515447e-06,2.0056669022524693e-06,5.467579434657055e-06,4.516639856016601e-06,2.9032500080954968e-06,2.084571759049155e-06,1.5284972400906188e-06,4.349274555603577e-06,2.9031632556439244e-06,2.0623137805055713e-06,1.5963285486056265e-06,1.3344463851117797e-06,5.54880037572461e-06,5.056627522646123e-06,4.09860389962685e-06,2.984494922005753e-06,1.9556285650244193e-06,1.4709535320807762e-06,8.649600004655333e-07,5.064581330380802e-07,3.007406486476081e-07,3.6369592072120645e-06,4.516639856016601e-06,2.9032500080954968e-06,2.084571759049155e-06,4.89666176760077e-06,28000.0,6.75
3.255036128006359e-06,4.060023182129213e-06,2.0132513320638535e-06,5.5006813440653645e-06,4.519265135545164e-06,2.915347447514079e-06,2.094399043499433e-06,1.5342773886679316e-06,4.356872531100167e-06,2.9157153613111156e-06,2.072014337190313e-06,1.6029700347277822e-06,1.3378375785978495e-06,5.590210581148583e-06,5.06435388465095e-06,4.10981011212425e-06,2.998019341295069e-06,1.964669687139648e-06,1.4764971973911053e-06,8.672713655207665e-07,5.080685777529752e-07,3.014356416661125e-07,3.65599613318889e-06,4.519265135545164e-06,2.915347447514079e-06,2.094399043499433e-06,4.893765345017065e-06,28000.0,7.0
3.2653097972285377e-06,4.070725668692991e-06,2.0217194468507723e-06,5.539729908890392e-06,4.522565322262049e-06,2.9287247690247194e-06,2.105375817450208e-06,1.5408973028568315e-06,4.365097451035457e-06,2.9295908375232758e-06,2.082856059467636e-06,1.610494538208843e-06,1.3420337100322645e-06,5.6363654976481086e-06,5.07611666510602e-06,4.122309817905828e-06,3.013046201650834e-06,1.9747945104912346e-06,1.4828287561116378e-06,8.698602268096649e-07,5.099052391007526e-07,3.0223531032523727e-07,3.677021250875299e-06,4.522565322262049e-06,2.9287247690247194e-06,2.105375817450208e-06,4.8917466432502135e-06,28000.0,7.25
3.276609571811703e-06,4.082635027950437e-06,2.0309987836026153e-06,5.584085698911489e-06,4.5261587089677145e-06,2.9432364514506315e-06,2.1173786174188892e-06,1.548246434836155e-06,4.373563314664502e-06,2.9446534122144373e-06,2.0947124055243604e-06,1.6187501628197163e-06,1.347025346802393e-06,5.68683809328284e-06,5.092893724026717e-06,4.135638655190239e-06,3.029386215155923e-06,1.985874076606337e-06,1.4898056308685937e-06,8.726615010128849e-07,5.119401953055774e-07,3.03140586241876e-07,3.6997612967578733e-06,4.5261587089677145e-06,2.9432364514506315e-06,2.1173786174188892e-06,4.890742248161733e-06,28000.0,7.5
3.288717246314272e-06,4.095519963388492e-06,2.0409473305714103e-06,5.633244054985821e-06,4.52977027738577e-06,2.9586707901264017e-06,2.13030773834054e-06,1.556346140173006e-06,4.381940712483408e-06,2.9606878394149148e-06,2.107489091114523e-06,1.627758849417445e-06,1.3527831304301163e-06,5.741294590656054e-06,5.114961315281065e-06,4.1493403459862694e-06,3.046838128778165e-06,1.997825882666635e-06,1.4975015951622517e-06,8.756000765812624e-07,5.141449160659095e-07,3.0414554240750925e-07,3.7239471287869905e-06,4.52977027738577e-06,2.9586707901264017e-06,2.13030773834054e-06,4.890684677973774e-06,28000.0,7.75
3.301494692319874e-06,4.109211331126388e-06,2.051474801554286e-06,5.686986609515461e-06,4.533322274740288e-06,2.9748472959108285e-06,2.14413026556457e-06,1.5651287847882553e-06,4.389966162187472e-06,2.9775220859890904e-06,2.121153907524183e-06,1.6374298234082627e-06,1.3593228735243535e-06,5.799643461648417e-06,5.142514380219754e-06,4.1630568829358055e-06,3.065221746663057e-06,2.0106140651482015e-06,1.505824469366198e-06,8.78680740518152e-07,5.165009338780524e-07,3.052458925671434e-07,3.7492924093667718e-06,4.533322274740288e-06,2.9748472959108285e-06,2.14413026556457e-06,4.891700191803071e-06,28000.0,8.0
3.3148953912997503e-06,4.123705310120144e-06,2.062516537306225e-06,5.744821692324239e-06,4.5368002590985986e-06,2.9916309236671853e-06,2.1587994651200403e-06,1.5745903966223494e-06,4.397622379666308e-06,2.995018012228633e-06,2.1356658380592077e-06,1.6477419016961903e-06,1.3665240086197482e-06,5.8616067175211155e-06,5.176065142012761e-06,4.176542938591875e-06,3.0843870817647595e-06,2.0242177361327246e-06,1.5147961898234256e-06,8.81843368186962e-07,5.190334204317974e-07,3.06427260311229e-07,3.7756027130871994e-06,4.5368002590985986e-06,2.9916309236671853e-06,2.1587994651200403e-06,4.894254368506211e-06,28000.0,8.25
3.328927736171714e-06,4.1390499872504124e-06,2.0740294950080344e-06,5.806857624280984e-06,4.5402860032946825e-06,3.008969848769107e-06,2.1743157922232484e-06,1.584725532508316e-06,4.4049498386568144e-06,3.013121000845539e-06,2.15102580761978e-06,1.65874705930988e-06,1.3743716865337291e-06,5.927312202658465e-06,5.21540004820276e-06,4.189578648770194e-06,3.1042913257304328e-06,2.0386327946975935e-06,1.5243588119419872e-06,8.851011009050365e-07,5.217116453036479e-07,3.0770948237454237e-07,3.802776356805301e-06,4.5402860032946825e-06,3.008969848769107e-06,2.1743157922232484e-06,4.8984446951411636e-06,28000.0,8.5
3.3437218028654868e-06,4.155416802433372e-06,2.0861186401417976e-06,5.873179670009707e-06,4.544147388136242e-06,3.026925104919699e-06,2.1907307878423917e-06,1.595646247704156e-06,4.412169088232649e-06,3.031865966086036e-06,2.1672899277078586e-06,1.6705129158340112e-06,1.383043458841011e-06,5.997007144157184e-06,5.2603675032506295e-06,4.202162275175648e-06,3.124893227349578e-06,2.0539518993027167e-06,1.5347161173532003e-06,8.885516149739747e-07,5.245768459579998e-07,3.091070038277862e-07,3.830757443073058e-06,4.544147388136242e-06,3.026925104919699e-06,2.1907307878423917e-06,4.9047731734491155e-06,28000.0,8.75
3.359353163595107e-06,4.172959273996457e-06,2.098750965569117e-06,5.944289797677731e-06,4.548403880778435e-06,3.0454898211617953e-06,2.2082101908744647e-06,1.6071896904498701e-06,4.419418792727205e-06,3.051264656907544e-06,2.1846169602628008e-06,1.6829137111478495e-06,1.3922612169408693e-06,6.071283763353442e-06,5.3113581723320445e-06,4.214200527737137e-06,3.146253083957766e-06,2.0702550073950403e-06,1.545635586001584e-06,8.921019618441837e-07,5.276362708022956e-07,3.1063482531029e-07,3.859392063801886e-06,4.548403880778435e-06,3.0454898211617953e-06,2.2082101908744647e-06,4.913387845235805e-06,28000.0,9.0
3.3759043240419037e-06,4.191897070172127e-06,2.1118306701059443e-06,6.019888480812205e-06,4.553595327866132e-06,3.06464957352963e-06,2.2265614489781624e-06,1.6195040147256788e-06,4.427095204235573e-06,3.0712443505615113e-06,2.202833971970427e-06,1.6961197531707192e-06,1.4021213888174456e-06,6.149944999643592e-06,5.367965545517442e-06,4.2260402361790845e-06,3.168248527294946e-06,2.0874610322848064e-06,1.5572787670737961e-06,8.957654875363848e-07,5.308907454816836e-07,3.1230230996878517e-07,3.888580460900872e-06,4.553595327866132e-06,3.06464957352963e-06,2.2265614489781624e-06,4.925346946444897e-06,28000.0,9.25
3.3933243745250824e-06,4.212174903401711e-06,2.1253529909596057e-06,6.099781262521581e-06,4.559873527330379e-06,3.084089878358074e-06,2.2458276724146817e-06,1.6325765571889091e-06,4.43530910856017e-06,3.0915033317577352e-06,2.2219823466959957e-06,1.7100631260237188e-06,1.4127776426640834e-06,6.232785403083167e-06,5.429894221242791e-06,4.237668103786294e-06,3.1905625387760955e-06,2.1055951518910936e-06,1.5696529820187835e-06,8.997855363400859e-07,5.343356195618229e-07,3.1409251729336134e-07,3.917842665713586e-06,4.559873527330379e-06,3.084089878358074e-06,2.2458276724146817e-06,4.9408085506078775e-06,28000.0,9.5
3.4736016788445783e-06,4.357831359101272e-06,2.124583869147434e-06,5.988388547552783e-06,4.871506617702086e-06,3.0829352108153965e-06,2.2029647487231327e-06,1.614503641151867e-06,4.669609368382412e-06,3.081442853134062e-06,2.1792835727060796e-06,1.685504070538769e-06,1.411922928305895e-06,6.051837712700195e-06,5.562757651418706e-06,4.3890556298304564e-06,3.1672541549418194e-06,2.0659695254490372e-06,1.5527994493848513e-06,9.094680730483054e-07,5.303940706594314e-07,3.147847024636767e-07,3.858676643977988e-06,4.871506617702086e-06,3.0829352108153965e-06,2.2029647487231327e-06,5.32635395946506e-06,29000.0,6.0
3.476359947703878e-06,4.359311726474636e-06,2.127920258425567e-06,5.997529841533117e-06,4.867918656245163e-06,3.0886557054946498e-06,2.2079487378378076e-06,1.6168588456145207e-06,4.671287295304639e-06,3.0875580372458175e-06,2.184200006548036e-06,1.68844206200563e-06,1.41222163861718e-06,6.073766417743055e-06,5.5540257816307676e-06,4.391951705391803e-06,3.1738565912282394e-06,2.0705172235708615e-06,1.5552146097688248e-06,9.104505587913167e-07,5.310686015530482e-07,3.149875171538301e-07,3.8690413099827255e-06,4.867918656245163e-06,3.0886557054946498e-06,2.2079487378378076e-06,5.31542754527216e-06,29000.0,6.25
3.4816514266243398e-06,4.3639432944105115e-06,2.1329093388790255e-06,6.016042353744629e-06,4.866984485956143e-06,3.096888618110035e-06,2.2147497228333355e-06,1.620517785183505e-06,4.675567828342601e-06,3.0962083857479745e-06,2.190909154081604e-06,1.692809949954288e-06,1.4137547582011035e-06,6.103369542707197e-06,5.5508872546445e-06,4.39818794927998e-06,3.183145585849489e-06,2.0767461716345317e-06,1.5588341266097895e-06,9.119667235487208e-07,5.321424623162397e-07,3.1540954933219605e-07,3.882794509343393e-06,4.866984485956143e-06,3.096888618110035e-06,2.2147497228333355e-06,5.307573828899824e-06,29000.0,6.5
3.4892778261684588e-06,4.371461488968884e-06,2.1394764510494674e-06,6.043401044491809e-06,4.8682986222573e-06,3.1074489492886295e-06,2.223366084249653e-06,1.625403421791217e-06,4.682038318825728e-06,3.107207078790917e-06,2.1994141001284025e-06,1.6984919320891499e-06,1.4164278665099786e-06,6.14037575829476e-06,5.553911863119079e-06,4.407353270065965e-06,3.1949473356466016e-06,2.084665142180906e-06,1.56361058718187e-06,9.139936536581868e-07,5.335592043727206e-07,3.1601748284264883e-07,3.899682945005814e-06,4.8682986222573e-06,3.1074489492886295e-06,2.223366084249653e-06,5.302791085822e-06,29000.0,6.75
3.4987587476195604e-06,4.381253064025519e-06,2.147351174964221e-06,6.078347743909249e-06,4.871186863375431e-06,3.1198707564617018e-06,2.2335074877836893e-06,1.6314579193697865e-06,4.690004949817431e-06,3.120103295840699e-06,2.209426627907121e-06,1.70541200859949e-06,1.420108481523885e-06,6.183699543920469e-06,5.562617287680948e-06,4.418732581491001e-06,3.208800932285976e-06,2.094007429909692e-06,1.5694154496981832e-06,9.164237523897252e-07,5.35265790399178e-07,3.167715006127094e-07,3.919162003086958e-06,4.871186863375431e-06,3.1198707564617018e-06,2.2335074877836893e-06,5.300398158102059e-06,29000.0,7.0
3.509759312825969e-06,4.392926809280052e-06,2.15630011113434e-06,6.1201290511476045e-06,4.875225569954032e-06,3.1338624597294077e-06,2.244990190547344e-06,1.638495213775015e-06,4.6989915628658505e-06,3.134615019186964e-06,2.2207691689554976e-06,1.7133469965516406e-06,1.4247506579869102e-06,6.2326359029644e-06,5.576512360433519e-06,4.431737186418388e-06,3.2244284243155966e-06,2.104614051829269e-06,1.5761659514290252e-06,9.192211739006412e-07,5.372391379251462e-07,3.176707858391785e-07,3.940923848241227e-06,4.875225569954032e-06,3.1338624597294077e-06,2.244990190547344e-06,5.299782866089387e-06,29000.0,7.25
3.521981015067093e-06,4.40606745443945e-06,2.1661736219589625e-06,6.167754680085728e-06,4.879844611687683e-06,3.149130863418963e-06,2.257610398779406e-06,1.6463552455902875e-06,4.708470873469912e-06,3.1504584915967504e-06,2.233237145687883e-06,1.722132825539528e-06,1.4302301051677328e-06,6.286431088722771e-06,5.5958457620798325e-06,4.445834390892426e-06,3.241565097461351e-06,2.1162785658805217e-06,1.5836369899077777e-06,9.222387510882661e-07,5.394358055942718e-07,3.1867970804653953e-07,3.964593292454839e-06,4.879844611687683e-06,3.149130863418963e-06,2.257610398779406e-06,5.300500213343049e-06,29000.0,7.5
3.5352292205018037e-06,4.420471129845008e-06,2.1768378333222185e-06,6.2208061552341404e-06,4.884876855480939e-06,3.1655084051299767e-06,2.271299830091117e-06,1.6550851689067706e-06,4.718134326995005e-06,3.167446874270467e-06,2.246767316009256e-06,1.7317539276567471e-06,1.4366163119299548e-06,6.344849987884409e-06,5.621113762856663e-06,4.460617877306453e-06,3.2599605539167553e-06,2.1289487214091496e-06,1.5919493264634974e-06,9.254868019336368e-07,5.418294107756022e-07,3.1980866107402667e-07,3.989911303780844e-06,4.884876855480939e-06,3.1655084051299767e-06,2.271299830091117e-06,5.302664023963607e-06,29000.0,7.75
3.549262564268253e-06,4.435836456926667e-06,2.1881544069291804e-06,6.278643717334286e-06,4.890093994935626e-06,3.1827040203514892e-06,2.2859335518294065e-06,1.6644977777597407e-06,4.727624428944314e-06,3.185305185851715e-06,2.261235454763792e-06,1.7420641908964807e-06,1.4437683155186518e-06,6.40736969534055e-06,5.652145151680625e-06,4.4755635202767e-06,3.2793550832026684e-06,2.142507670633934e-06,1.6009021643480257e-06,9.288844030515348e-07,5.443918301061847e-07,3.2103409253426146e-07,4.016454613117021e-06,4.890093994935626e-06,3.1827040203514892e-06,2.2859335518294065e-06,5.306265034920625e-06,29000.0,8.0
3.5639912483283965e-06,4.452115374757752e-06,2.2000036771169653e-06,6.340750542642882e-06,4.895340915992289e-06,3.2005432126553237e-06,2.3014446404845425e-06,1.6746178343443781e-06,4.736842207282093e-06,3.2038609055225083e-06,2.2765820331269976e-06,1.7530692160871901e-06,1.4515522480888353e-06,6.473670422729416e-06,5.6895072691923564e-06,4.490382907330178e-06,3.299587584074026e-06,2.1569120192254354e-06,1.6105225396929447e-06,9.324335949445955e-07,5.471352216626242e-07,3.223786274662551e-07,4.044016921989588e-06,4.895340915992289e-06,3.2005432126553237e-06,2.3014446404845425e-06,5.311645456626292e-06,29000.0,8.25
3.5793767326209707e-06,4.469276532316876e-06,2.2123315185751936e-06,6.406976675261604e-06,4.9007834807982285e-06,3.21890531182347e-06,2.3177824630637457e-06,1.685406521999388e-06,4.745815430115177e-06,3.222995207231624e-06,2.29275607211027e-06,1.7647391102441573e-06,1.4600145453399388e-06,6.543622882240736e-06,5.7325030073341e-06,4.504843760698718e-06,3.3204986598562954e-06,2.1721121663252588e-06,1.6207083661697677e-06,9.36079917142e-07,5.500433356173269e-07,3.2380759540487513e-07,4.072390681457804e-06,4.9007834807982285e-06,3.21890531182347e-06,2.3177824630637457e-06,5.3187880846916865e-06,29000.0,8.5
3.5954267179694548e-06,4.487382216827343e-06,2.2251339538835345e-06,6.4773699693787294e-06,4.906423464023758e-06,3.2378139748548348e-06,2.3349415942074813e-06,1.696936939617887e-06,4.754588343071965e-06,3.2427006511771656e-06,2.3097537822523927e-06,1.7771235879824104e-06,1.4692491294322202e-06,6.617447660113905e-06,5.781254826909483e-06,4.518781408220068e-06,3.3421020907842643e-06,2.188121613628688e-06,1.6316928230457678e-06,9.398242133376528e-07,5.531205215743077e-07,3.2535696368018545e-07,4.101487553842252e-06,4.906423464023758e-06,3.2378139748548348e-06,2.3349415942074813e-06,5.3279739614952106e-06,29000.0,8.75
3.612253304111765e-06,4.506573002945625e-06,2.2384396208310263e-06,6.5520977949955955e-06,4.912597803968709e-06,3.2572077059200584e-06,2.3531272589107065e-06,1.7090338188341931e-06,4.763400413003166e-06,3.2629241911778133e-06,2.327783576344665e-06,1.7901210501866102e-06,1.4789128002669356e-06,6.69535111884619e-06,5.835784904744127e-06,4.5321970956852096e-06,3.364279945488075e-06,2.205109541499643e-06,1.6431312274928335e-06,9.437279484473956e-07,5.563736719594015e-07,3.2702803796302205e-07,4.131098083915778e-06,4.912597803968709e-06,3.2572077059200584e-06,2.3531272589107065e-06,5.339580436615116e-06,29000.0,9.0
3.6298292931704173e-06,4.5269502463397646e-06,2.2520917368705365e-06,6.6309726224096e-06,4.919464726370793e-06,3.277055332498497e-06,2.3720225579013048e-06,1.7218564545293935e-06,4.77243085910226e-06,3.2835880103981353e-06,2.3465376853317075e-06,1.8038019621332992e-06,1.4893825484565117e-06,6.7773448598562754e-06,5.895468492453126e-06,4.545200714030365e-06,3.3869752903105954e-06,2.222835031224557e-06,1.655287705460442e-06,9.478296277774158e-07,5.597975179450676e-07,3.2881913192630223e-07,4.160979482606039e-06,4.919464726370793e-06,3.277055332498497e-06,2.3720225579013048e-06,5.354212596651457e-06,29000.0,9.25
3.648033146561251e-06,4.5483744046479695e-06,2.2659827465263313e-06,6.713281160170719e-06,4.927141703683935e-06,3.2969105456469805e-06,2.3916403702316955e-06,1.7352527533502494e-06,4.78182976708387e-06,3.3042622781764997e-06,2.366034600945053e-06,1.8180797890459482e-06,1.500324340330611e-06,6.862607159744775e-06,5.959817085926026e-06,4.557818195101277e-06,3.40973467225382e-06,2.241307838889443e-06,1.6679669897213817e-06,9.520419120184696e-07,5.63381140014437e-07,3.3071514734463755e-07,4.190762840200685e-06,4.927141703683935e-06,3.2969105456469805e-06,2.3916403702316955e-06,5.371954155677349e-06,29000.0,9.5
3.7377434199202084e-06,4.705703648526679e-06,2.2707998439194876e-06,6.620502524730395e-06,5.251990635677834e-06,3.3048643117804995e-06,2.3545065981362534e-06,1.720698984623868e-06,5.029233912930366e-06,3.303097286375574e-06,2.3290037875854835e-06,1.797462838418349e-06,1.5017295065985629e-06,6.701695040057743e-06,6.107045020169205e-06,4.723509367841015e-06,3.3957574136781703e-06,2.2070107337496217e-06,1.6544318717631173e-06,9.635406599181646e-07,5.604409708452325e-07,3.318549394225418e-07,4.142618202505044e-06,5.251990635677834e-06,3.3048643117804995e-06,2.3545065981362534e-06,5.766874238322238e-06,30000.0,6.0
3.7390934094256244e-06,4.7053670490009776e-06,2.2733278089219386e-06,6.626501938340165e-06,5.2461828697448065e-06,3.3093381798671215e-06,2.358637498119469e-06,1.7225224413093508e-06,5.028995945158531e-06,3.3080028045291274e-06,2.3330770114806695e-06,1.7998232762002414e-06,1.5016074778327806e-06,6.720362349257056e-06,6.095666074175825e-06,4.724386761884236e-06,3.401086557157664e-06,2.2107635446700356e-06,1.6562958206042341e-06,9.642106630938356e-07,5.609729695387618e-07,3.3198238854425675e-07,4.151481464292006e-06,5.2461828697448065e-06,3.3093381798671215e-06,2.358637498119469e-06,5.753373033358957e-06,30000.0,6.25
3.743234029228811e-06,4.708540988868476e-06,2.277667922655896e-06,6.642692239089682e-06,5.243455596728841e-06,3.316544710301614e-06,2.364771745599226e-06,1.7257409777536985e-06,5.031665095166155e-06,3.3156510217939066e-06,2.3391266636437696e-06,1.8037166124053367e-06,1.5028300825038892e-06,6.747490524753489e-06,6.090843593540741e-06,4.728868876597085e-06,3.4093152118354124e-06,2.2163699468399074e-06,1.659506866707487e-06,9.654809772756165e-07,5.619283094570355e-07,3.3234643522279954e-07,4.163951458268929e-06,5.243455596728841e-06,3.316544710301614e-06,2.364771745599226e-06,5.743810214806109e-06,30000.0,6.5
3.7500851499456086e-06,4.7150791398472445e-06,2.283833843087858e-06,6.668805662688505e-06,5.243473604230803e-06,3.3263931908742093e-06,2.3729545984913658e-06,1.7304257356964604e-06,5.036966838087523e-06,3.3259574903537952e-06,2.3472040535420803e-06,1.8091522987594543e-06,1.5053779046209892e-06,6.783070616986504e-06,6.093025106977867e-06,4.736685516862142e-06,3.4203701231818415e-06,2.2238935900620628e-06,1.6641051578847575e-06,9.67366760665537e-07,5.632861513279725e-07,3.3292955023607704e-07,4.179908668932725e-06,5.243473604230803e-06,3.3263931908742093e-06,2.3729545984913658e-06,5.7380071965733695e-06,30000.0,6.75
3.759205301562566e-06,4.724425456644491e-06,2.2915510111762236e-06,6.703495255279378e-06,5.245657861525847e-06,3.338470470711771e-06,2.38292564850704e-06,1.7363835115284207e-06,5.044346695462227e-06,3.338528188216097e-06,2.3570506894557978e-06,1.815962012434165e-06,1.5091123634193177e-06,6.826112988532385e-06,6.101484334798436e-06,4.747275533909963e-06,3.4338493321050984e-06,2.2330888725031864e-06,1.669880047451186e-06,9.69754223629239e-07,5.649921908355476e-07,3.3369410736850247e-07,4.19892768839451e-06,5.245657861525847e-06,3.338470470711771e-06,2.38292564850704e-06,5.735340296158056e-06,30000.0,7.0
3.7700805650723174e-06,4.735947895410607e-06,2.300482779182306e-06,6.7456146455443355e-06,5.249326917002582e-06,3.3523028041204456e-06,2.3943491839459015e-06,1.7434278552542111e-06,5.052994701099414e-06,3.3528980505091465e-06,2.368335977609252e-06,1.823892057610332e-06,1.5138505815207353e-06,6.875280621905618e-06,6.115284669206212e-06,4.759746547730623e-06,3.449289024280191e-06,2.2436528338906675e-06,1.6766094887111522e-06,9.725555567369874e-07,5.669984354881729e-07,3.346184170930964e-07,4.22044540707101e-06,5.249326917002582e-06,3.3523028041204456e-06,2.3943491839459015e-06,5.734608905343434e-06,30000.0,7.25
3.782379763413677e-06,4.749262905792009e-06,2.31042191210812e-06,6.794279310130278e-06,5.253986655393008e-06,3.3675958778084522e-06,2.4070653694443783e-06,1.7514667005574406e-06,5.0624523653171394e-06,3.3687609062267987e-06,2.3809021746371005e-06,1.832813818387531e-06,1.519572080277772e-06,6.930028182474922e-06,6.135525914892574e-06,4.7736088324917045e-06,3.4664051932478906e-06,2.2554192837152946e-06,1.6842692207737276e-06,9.756555593381795e-07,5.692535756047433e-07,3.356955140978006e-07,4.244080477699447e-06,5.253986655393008e-06,3.3675958778084522e-06,2.4070653694443783e-06,5.7359459407636025e-06,30000.0,7.5
3.7957987940804328e-06,4.76393395821402e-06,2.321239909467578e-06,6.848523117273034e-06,5.259245597993787e-06,3.3840510269695367e-06,2.42087843061761e-06,1.7603527413591328e-06,5.072185841997621e-06,3.385842072079747e-06,2.3945549055349654e-06,1.8425744469965501e-06,1.526198259703342e-06,6.989585926466634e-06,6.161889963363293e-06,4.788268714572727e-06,3.4848580331198463e-06,2.2682163343028506e-06,1.6927445740614235e-06,9.790068633462684e-07,5.717223288070143e-07,3.368893067944108e-07,4.2693905911186875e-06,5.259245597993787e-06,3.3840510269695367e-06,2.42087843061761e-06,5.7389902817774935e-06,30000.0,7.75
3.810135917560824e-06,4.779754906115305e-06,2.332763928461517e-06,6.907788216858082e-06,5.264858430462174e-06,3.4014046114527193e-06,2.435703822194064e-06,1.7699826329549544e-06,5.081933898876144e-06,3.4038618694601127e-06,2.4092142734469125e-06,1.8530973154652574e-06,1.5335842359069888e-06,7.0534623291798085e-06,6.194415689905975e-06,4.803307488233364e-06,3.5043877665449096e-06,2.2819665841454583e-06,1.701907343969126e-06,9.825490875162822e-07,5.74372580314414e-07,3.3819309494917955e-07,4.296026822317723e-06,5.264858430462174e-06,3.4014046114527193e-06,2.435703822194064e-06,5.743799055417367e-06,30000.0,8.0
3.825158103733394e-06,4.796480305065538e-06,2.3447953123093952e-06,6.971217197148998e-06,5.270650524342697e-06,3.419375869664417e-06,2.451373171723913e-06,1.7803018687615583e-06,5.091433587375621e-06,3.4225530399463104e-06,2.4247187579411887e-06,1.8642810866466183e-06,1.5415970603670566e-06,7.121048309150872e-06,6.233205627275803e-06,4.81827339355611e-06,3.52472461330953e-06,2.296530555052656e-06,1.7117064551300175e-06,9.861677729143996e-07,5.771888759957422e-07,3.3960964794573113e-07,4.323637360303382e-06,5.270650524342697e-06,3.419375869664417e-06,2.451373171723913e-06,5.750506574841951e-06,30000.0,8.25
3.8407797095075215e-06,4.8140296691191385e-06,2.357259842085602e-06,7.0385834815234e-06,5.276582836710605e-06,3.4378166223536446e-06,2.4678236807720996e-06,1.791241964619077e-06,5.1006840163557375e-06,3.4417554428821384e-06,2.441005458402403e-06,1.8760845422993967e-06,1.550259839788065e-06,7.192096621670162e-06,6.277538985268627e-06,4.832873148133869e-06,3.545684208471921e-06,2.311847113056703e-06,1.7220685443163615e-06,9.899778734800112e-07,5.801935810419891e-07,3.41111613987718e-07,4.351994841013163e-06,5.276582836710605e-06,3.4378166223536446e-06,2.4678236807720996e-06,5.758970319615597e-06,30000.0,8.5
3.856978491461198e-06,4.8324103801488885e-06,2.3701099925628206e-06,7.1097983073304555e-06,5.282702175481149e-06,3.4566827045654663e-06,2.485005128847823e-06,1.802812706486058e-06,5.109686639459468e-06,3.4614251123465695e-06,2.4580260824646276e-06,1.888492787664312e-06,1.5596040181963929e-06,7.266711152114541e-06,6.3272809523410476e-06,4.846894951474551e-06,3.5672326341720382e-06,2.3278828012759997e-06,1.733092286961904e-06,9.93862463636919e-07,5.833332252429253e-07,3.4271886033417836e-07,4.380939158230698e-06,5.282702175481149e-06,3.4566827045654663e-06,2.485005128847823e-06,5.7693185388233364e-06,30000.0,8.75
3.873810359003129e-06,4.851709477510904e-06,2.3833802953485885e-06,7.184850420612006e-06,5.2892085446003284e-06,3.4758705378925146e-06,2.503091498809019e-06,1.8149849301677006e-06,5.118583589082e-06,3.4814464024797076e-06,2.4759618239206623e-06,1.9015490876594077e-06,1.569359969909687e-06,7.344925595441634e-06,6.382411481204922e-06,4.860300101956479e-06,3.5891905249540715e-06,2.34481975171483e-06,1.7446129849206838e-06,9.978701056043043e-07,5.866246896294736e-07,3.4444251723788227e-07,4.410206094383602e-06,5.2892085446003284e-06,3.4758705378925146e-06,2.503091498809019e-06,5.781928904261828e-06,30000.0,9.0
